ID,Region/Country/Area,Year,Series,Value,Footnotes
158,Other non-specified areas,2015,Population annual rate of increase (percent),0.3,Data refers to a 5-year period preceding the reference year.
158,Other non-specified areas,2015,Total fertility rate (children per women),1.1,Data refers to a 5-year period preceding the reference year.
158,Other non-specified areas,2015,"Infant mortality for both sexes (per 1,000 live births)",4.2,Data refers to a 5-year period preceding the reference year.
158,Other non-specified areas,2015,Life expectancy at birth for both sexes (years),79.2,Data refers to a 5-year period preceding the reference year.
158,Other non-specified areas,2015,Life expectancy at birth for males (years),76.4,Data refers to a 5-year period preceding the reference year.
158,Other non-specified areas,2015,Life expectancy at birth for females (years),82.3,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2005,Population annual rate of increase (percent),2.1,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2005,Total fertility rate (children per women),4.2,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2005,"Infant mortality for both sexes (per 1,000 live births)",84,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2005,"Maternal mortality ratio (deaths per 100,000 population)",249,
586,Pakistan,2005,Life expectancy at birth for both sexes (years),63.3,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2005,Life expectancy at birth for males (years),62.5,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2005,Life expectancy at birth for females (years),64.3,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2010,Population annual rate of increase (percent),2.1,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2010,Total fertility rate (children per women),4,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2010,"Infant mortality for both sexes (per 1,000 live births)",76.9,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2010,"Maternal mortality ratio (deaths per 100,000 population)",211,
586,Pakistan,2010,Life expectancy at birth for both sexes (years),64.4,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2010,Life expectancy at birth for males (years),63.5,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2010,Life expectancy at birth for females (years),65.3,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2015,Population annual rate of increase (percent),2.1,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2015,Total fertility rate (children per women),3.7,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2015,"Infant mortality for both sexes (per 1,000 live births)",69.8,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2015,"Maternal mortality ratio (deaths per 100,000 population)",178,
586,Pakistan,2015,Life expectancy at birth for both sexes (years),65.9,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2015,Life expectancy at birth for males (years),65,Data refers to a 5-year period preceding the reference year.
586,Pakistan,2015,Life expectancy at birth for females (years),66.8,Data refers to a 5-year period preceding the reference year.
585,Palau,2000,Population annual rate of increase (percent),2.1,Data refers to a 5-year period preceding the reference year.
585,Palau,2000,Total fertility rate (children per women),1.5,
585,Palau,2000,Life expectancy at birth for males (years),66.6,
585,Palau,2000,Life expectancy at birth for females (years),74.5,
585,Palau,2005,Population annual rate of increase (percent),0.8,Data refers to a 5-year period preceding the reference year.
585,Palau,2005,Life expectancy at birth for males (years),66.3,
585,Palau,2005,Life expectancy at birth for females (years),72.1,
585,Palau,2010,Population annual rate of increase (percent),0.6,Data refers to a 5-year period preceding the reference year.
585,Palau,2015,Population annual rate of increase (percent),0.8,Data refers to a 5-year period preceding the reference year.
585,Palau,2015,Total fertility rate (children per women),2.2,Break in the time series.;Preliminary census results.
585,Palau,2015,"Infant mortality for both sexes (per 1,000 live births)",13.3,
585,Palau,2015,Life expectancy at birth for both sexes (years),73,
585,Palau,2015,Life expectancy at birth for males (years),68.1,Break in the time series.
585,Palau,2015,Life expectancy at birth for females (years),77.8,Break in the time series.
591,Panama,2005,Population annual rate of increase (percent),1.9,Data refers to a 5-year period preceding the reference year.
591,Panama,2005,Total fertility rate (children per women),2.7,Data refers to a 5-year period preceding the reference year.
591,Panama,2005,"Infant mortality for both sexes (per 1,000 live births)",19.8,Data refers to a 5-year period preceding the reference year.
591,Panama,2005,"Maternal mortality ratio (deaths per 100,000 population)",87,
591,Panama,2005,Life expectancy at birth for both sexes (years),75.5,Data refers to a 5-year period preceding the reference year.
591,Panama,2005,Life expectancy at birth for males (years),73,Data refers to a 5-year period preceding the reference year.
591,Panama,2005,Life expectancy at birth for females (years),78.2,Data refers to a 5-year period preceding the reference year.
591,Panama,2010,Population annual rate of increase (percent),1.8,Data refers to a 5-year period preceding the reference year.
591,Panama,2010,Total fertility rate (children per women),2.6,Data refers to a 5-year period preceding the reference year.
591,Panama,2010,"Infant mortality for both sexes (per 1,000 live births)",16.8,Data refers to a 5-year period preceding the reference year.
591,Panama,2010,"Maternal mortality ratio (deaths per 100,000 population)",101,
591,Panama,2010,Life expectancy at birth for both sexes (years),76.4,Data refers to a 5-year period preceding the reference year.
591,Panama,2010,Life expectancy at birth for males (years),73.5,Data refers to a 5-year period preceding the reference year.
591,Panama,2010,Life expectancy at birth for females (years),79.4,Data refers to a 5-year period preceding the reference year.
591,Panama,2015,Population annual rate of increase (percent),1.7,Data refers to a 5-year period preceding the reference year.
591,Panama,2015,Total fertility rate (children per women),2.6,Data refers to a 5-year period preceding the reference year.
591,Panama,2015,"Infant mortality for both sexes (per 1,000 live births)",15.2,Data refers to a 5-year period preceding the reference year.
591,Panama,2015,"Maternal mortality ratio (deaths per 100,000 population)",94,
591,Panama,2015,Life expectancy at birth for both sexes (years),77.3,Data refers to a 5-year period preceding the reference year.
591,Panama,2015,Life expectancy at birth for males (years),74.3,Data refers to a 5-year period preceding the reference year.
591,Panama,2015,Life expectancy at birth for females (years),80.5,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2005,Population annual rate of increase (percent),2.5,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2005,Total fertility rate (children per women),4.4,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2005,"Infant mortality for both sexes (per 1,000 live births)",55.5,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2005,"Maternal mortality ratio (deaths per 100,000 population)",277,
598,Papua New Guinea,2005,Life expectancy at birth for both sexes (years),62.6,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2005,Life expectancy at birth for males (years),60.3,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2005,Life expectancy at birth for females (years),65.1,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2010,Population annual rate of increase (percent),2.4,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2010,Total fertility rate (children per women),4.1,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2010,"Infant mortality for both sexes (per 1,000 live births)",51.9,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2010,"Maternal mortality ratio (deaths per 100,000 population)",238,
598,Papua New Guinea,2010,Life expectancy at birth for both sexes (years),64.2,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2010,Life expectancy at birth for males (years),61.8,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2010,Life expectancy at birth for females (years),66.7,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2015,Population annual rate of increase (percent),2.2,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2015,Total fertility rate (children per women),3.8,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2015,"Infant mortality for both sexes (per 1,000 live births)",49,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2015,"Maternal mortality ratio (deaths per 100,000 population)",215,
598,Papua New Guinea,2015,Life expectancy at birth for both sexes (years),65,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2015,Life expectancy at birth for males (years),62.6,Data refers to a 5-year period preceding the reference year.
598,Papua New Guinea,2015,Life expectancy at birth for females (years),67.5,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2005,Population annual rate of increase (percent),1.8,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2005,Total fertility rate (children per women),3.2,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2005,"Infant mortality for both sexes (per 1,000 live births)",35.5,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2005,"Maternal mortality ratio (deaths per 100,000 population)",159,
600,Paraguay,2005,Life expectancy at birth for both sexes (years),70.8,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2005,Life expectancy at birth for males (years),68.7,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2005,Life expectancy at birth for females (years),72.9,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2010,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2010,Total fertility rate (children per women),2.9,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2010,"Infant mortality for both sexes (per 1,000 live births)",32,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2010,"Maternal mortality ratio (deaths per 100,000 population)",139,
600,Paraguay,2010,Life expectancy at birth for both sexes (years),71.8,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2010,Life expectancy at birth for males (years),69.7,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2010,Life expectancy at birth for females (years),73.9,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2015,Population annual rate of increase (percent),1.3,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2015,Total fertility rate (children per women),2.6,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2015,"Infant mortality for both sexes (per 1,000 live births)",28.8,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2015,"Maternal mortality ratio (deaths per 100,000 population)",132,
600,Paraguay,2015,Life expectancy at birth for both sexes (years),72.7,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2015,Life expectancy at birth for males (years),70.7,Data refers to a 5-year period preceding the reference year.
600,Paraguay,2015,Life expectancy at birth for females (years),74.9,Data refers to a 5-year period preceding the reference year.
604,Peru,2005,Population annual rate of increase (percent),1.3,Data refers to a 5-year period preceding the reference year.
604,Peru,2005,Total fertility rate (children per women),2.8,Data refers to a 5-year period preceding the reference year.
604,Peru,2005,"Infant mortality for both sexes (per 1,000 live births)",27.4,Data refers to a 5-year period preceding the reference year.
604,Peru,2005,"Maternal mortality ratio (deaths per 100,000 population)",114,
604,Peru,2005,Life expectancy at birth for both sexes (years),71.6,Data refers to a 5-year period preceding the reference year.
604,Peru,2005,Life expectancy at birth for males (years),69,Data refers to a 5-year period preceding the reference year.
604,Peru,2005,Life expectancy at birth for females (years),74.3,Data refers to a 5-year period preceding the reference year.
604,Peru,2010,Population annual rate of increase (percent),1.2,Data refers to a 5-year period preceding the reference year.
604,Peru,2010,Total fertility rate (children per women),2.6,Data refers to a 5-year period preceding the reference year.
604,Peru,2010,"Infant mortality for both sexes (per 1,000 live births)",21,Data refers to a 5-year period preceding the reference year.
604,Peru,2010,"Maternal mortality ratio (deaths per 100,000 population)",92,
604,Peru,2010,Life expectancy at birth for both sexes (years),73.1,Data refers to a 5-year period preceding the reference year.
604,Peru,2010,Life expectancy at birth for males (years),70.5,Data refers to a 5-year period preceding the reference year.
604,Peru,2010,Life expectancy at birth for females (years),75.9,Data refers to a 5-year period preceding the reference year.
604,Peru,2015,Population annual rate of increase (percent),1.3,Data refers to a 5-year period preceding the reference year.
604,Peru,2015,Total fertility rate (children per women),2.5,Data refers to a 5-year period preceding the reference year.
604,Peru,2015,"Infant mortality for both sexes (per 1,000 live births)",18.6,Data refers to a 5-year period preceding the reference year.
604,Peru,2015,"Maternal mortality ratio (deaths per 100,000 population)",68,
604,Peru,2015,Life expectancy at birth for both sexes (years),74.2,Data refers to a 5-year period preceding the reference year.
604,Peru,2015,Life expectancy at birth for males (years),71.5,Data refers to a 5-year period preceding the reference year.
604,Peru,2015,Life expectancy at birth for females (years),76.8,Data refers to a 5-year period preceding the reference year.
608,Philippines,2005,Population annual rate of increase (percent),2,Data refers to a 5-year period preceding the reference year.
608,Philippines,2005,Total fertility rate (children per women),3.7,Data refers to a 5-year period preceding the reference year.
608,Philippines,2005,"Infant mortality for both sexes (per 1,000 live births)",28.1,Data refers to a 5-year period preceding the reference year.
608,Philippines,2005,"Maternal mortality ratio (deaths per 100,000 population)",127,
608,Philippines,2005,Life expectancy at birth for both sexes (years),67.5,Data refers to a 5-year period preceding the reference year.
608,Philippines,2005,Life expectancy at birth for males (years),64.4,Data refers to a 5-year period preceding the reference year.
608,Philippines,2005,Life expectancy at birth for females (years),70.8,Data refers to a 5-year period preceding the reference year.
608,Philippines,2010,Population annual rate of increase (percent),1.7,Data refers to a 5-year period preceding the reference year.
608,Philippines,2010,Total fertility rate (children per women),3.3,Data refers to a 5-year period preceding the reference year.
608,Philippines,2010,"Infant mortality for both sexes (per 1,000 live births)",25,Data refers to a 5-year period preceding the reference year.
608,Philippines,2010,"Maternal mortality ratio (deaths per 100,000 population)",129,
608,Philippines,2010,Life expectancy at birth for both sexes (years),68.1,Data refers to a 5-year period preceding the reference year.
608,Philippines,2010,Life expectancy at birth for males (years),64.8,Data refers to a 5-year period preceding the reference year.
608,Philippines,2010,Life expectancy at birth for females (years),71.5,Data refers to a 5-year period preceding the reference year.
608,Philippines,2015,Population annual rate of increase (percent),1.6,Data refers to a 5-year period preceding the reference year.
608,Philippines,2015,Total fertility rate (children per women),3.1,Data refers to a 5-year period preceding the reference year.
608,Philippines,2015,"Infant mortality for both sexes (per 1,000 live births)",22.2,Data refers to a 5-year period preceding the reference year.
608,Philippines,2015,"Maternal mortality ratio (deaths per 100,000 population)",114,
608,Philippines,2015,Life expectancy at birth for both sexes (years),68.6,Data refers to a 5-year period preceding the reference year.
608,Philippines,2015,Life expectancy at birth for males (years),65.4,Data refers to a 5-year period preceding the reference year.
608,Philippines,2015,Life expectancy at birth for females (years),72.1,Data refers to a 5-year period preceding the reference year.
616,Poland,2005,Population annual rate of increase (percent),-0.1,Data refers to a 5-year period preceding the reference year.
616,Poland,2005,Total fertility rate (children per women),1.3,Data refers to a 5-year period preceding the reference year.
616,Poland,2005,"Infant mortality for both sexes (per 1,000 live births)",7.1,Data refers to a 5-year period preceding the reference year.
616,Poland,2005,"Maternal mortality ratio (deaths per 100,000 population)",6,
616,Poland,2005,Life expectancy at birth for both sexes (years),74.6,Data refers to a 5-year period preceding the reference year.
616,Poland,2005,Life expectancy at birth for males (years),70.4,Data refers to a 5-year period preceding the reference year.
616,Poland,2005,Life expectancy at birth for females (years),78.8,Data refers to a 5-year period preceding the reference year.
616,Poland,2010,Population annual rate of increase (percent),0,Data refers to a 5-year period preceding the reference year.
616,Poland,2010,Total fertility rate (children per women),1.4,Data refers to a 5-year period preceding the reference year.
616,Poland,2010,"Infant mortality for both sexes (per 1,000 live births)",5.7,Data refers to a 5-year period preceding the reference year.
616,Poland,2010,"Maternal mortality ratio (deaths per 100,000 population)",4,
616,Poland,2010,Life expectancy at birth for both sexes (years),75.6,Data refers to a 5-year period preceding the reference year.
616,Poland,2010,Life expectancy at birth for males (years),71.3,Data refers to a 5-year period preceding the reference year.
616,Poland,2010,Life expectancy at birth for females (years),79.8,Data refers to a 5-year period preceding the reference year.
616,Poland,2015,Population annual rate of increase (percent),0,Data refers to a 5-year period preceding the reference year.
616,Poland,2015,Total fertility rate (children per women),1.3,Data refers to a 5-year period preceding the reference year.
616,Poland,2015,"Infant mortality for both sexes (per 1,000 live births)",4.5,Data refers to a 5-year period preceding the reference year.
616,Poland,2015,"Maternal mortality ratio (deaths per 100,000 population)",3,
616,Poland,2015,Life expectancy at birth for both sexes (years),77,Data refers to a 5-year period preceding the reference year.
616,Poland,2015,Life expectancy at birth for males (years),72.9,Data refers to a 5-year period preceding the reference year.
616,Poland,2015,Life expectancy at birth for females (years),81,Data refers to a 5-year period preceding the reference year.
620,Portugal,2005,Population annual rate of increase (percent),0.4,Data refers to a 5-year period preceding the reference year.
620,Portugal,2005,Total fertility rate (children per women),1.5,Data refers to a 5-year period preceding the reference year.
620,Portugal,2005,"Infant mortality for both sexes (per 1,000 live births)",4.5,Data refers to a 5-year period preceding the reference year.
620,Portugal,2005,"Maternal mortality ratio (deaths per 100,000 population)",12,
620,Portugal,2005,Life expectancy at birth for both sexes (years),77.6,Data refers to a 5-year period preceding the reference year.
620,Portugal,2005,Life expectancy at birth for males (years),74.1,Data refers to a 5-year period preceding the reference year.
620,Portugal,2005,Life expectancy at birth for females (years),81,Data refers to a 5-year period preceding the reference year.
620,Portugal,2010,Population annual rate of increase (percent),0.2,Data refers to a 5-year period preceding the reference year.
620,Portugal,2010,Total fertility rate (children per women),1.4,Data refers to a 5-year period preceding the reference year.
620,Portugal,2010,"Infant mortality for both sexes (per 1,000 live births)",3.3,Data refers to a 5-year period preceding the reference year.
620,Portugal,2010,"Maternal mortality ratio (deaths per 100,000 population)",11,
620,Portugal,2010,Life expectancy at birth for both sexes (years),79.3,Data refers to a 5-year period preceding the reference year.
620,Portugal,2010,Life expectancy at birth for males (years),76,Data refers to a 5-year period preceding the reference year.
620,Portugal,2010,Life expectancy at birth for females (years),82.5,Data refers to a 5-year period preceding the reference year.
620,Portugal,2015,Population annual rate of increase (percent),-0.4,Data refers to a 5-year period preceding the reference year.
620,Portugal,2015,Total fertility rate (children per women),1.3,Data refers to a 5-year period preceding the reference year.
620,Portugal,2015,"Infant mortality for both sexes (per 1,000 live births)",2.9,Data refers to a 5-year period preceding the reference year.
620,Portugal,2015,"Maternal mortality ratio (deaths per 100,000 population)",10,
620,Portugal,2015,Life expectancy at birth for both sexes (years),80.5,Data refers to a 5-year period preceding the reference year.
620,Portugal,2015,Life expectancy at birth for males (years),77.3,Data refers to a 5-year period preceding the reference year.
620,Portugal,2015,Life expectancy at birth for females (years),83.5,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2005,Population annual rate of increase (percent),-0.2,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2005,Total fertility rate (children per women),1.9,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2005,"Infant mortality for both sexes (per 1,000 live births)",8,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2005,"Maternal mortality ratio (deaths per 100,000 population)",19,
630,Puerto Rico,2005,Life expectancy at birth for both sexes (years),76.8,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2005,Life expectancy at birth for males (years),72.7,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2005,Life expectancy at birth for females (years),80.9,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2010,Population annual rate of increase (percent),-0.3,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2010,Total fertility rate (children per women),1.7,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2010,"Infant mortality for both sexes (per 1,000 live births)",7,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2010,"Maternal mortality ratio (deaths per 100,000 population)",16,
630,Puerto Rico,2010,Life expectancy at birth for both sexes (years),77.9,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2010,Life expectancy at birth for males (years),73.8,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2010,Life expectancy at birth for females (years),81.8,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2015,Population annual rate of increase (percent),-0.2,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2015,Total fertility rate (children per women),1.5,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2015,"Infant mortality for both sexes (per 1,000 live births)",6.3,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2015,"Maternal mortality ratio (deaths per 100,000 population)",14,
630,Puerto Rico,2015,Life expectancy at birth for both sexes (years),79.2,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2015,Life expectancy at birth for males (years),75.2,Data refers to a 5-year period preceding the reference year.
630,Puerto Rico,2015,Life expectancy at birth for females (years),83.2,Data refers to a 5-year period preceding the reference year.
634,Qatar,2005,Population annual rate of increase (percent),7.6,Data refers to a 5-year period preceding the reference year.
634,Qatar,2005,Total fertility rate (children per women),3,Data refers to a 5-year period preceding the reference year.
634,Qatar,2005,"Infant mortality for both sexes (per 1,000 live births)",9.4,Data refers to a 5-year period preceding the reference year.
634,Qatar,2005,"Maternal mortality ratio (deaths per 100,000 population)",21,
634,Qatar,2005,Life expectancy at birth for both sexes (years),76.6,Data refers to a 5-year period preceding the reference year.
634,Qatar,2005,Life expectancy at birth for males (years),75.6,Data refers to a 5-year period preceding the reference year.
634,Qatar,2005,Life expectancy at birth for females (years),78.1,Data refers to a 5-year period preceding the reference year.
634,Qatar,2010,Population annual rate of increase (percent),14.4,Data refers to a 5-year period preceding the reference year.
634,Qatar,2010,Total fertility rate (children per women),2.2,Data refers to a 5-year period preceding the reference year.
634,Qatar,2010,"Infant mortality for both sexes (per 1,000 live births)",7.8,Data refers to a 5-year period preceding the reference year.
634,Qatar,2010,"Maternal mortality ratio (deaths per 100,000 population)",16,
634,Qatar,2010,Life expectancy at birth for both sexes (years),77,Data refers to a 5-year period preceding the reference year.
634,Qatar,2010,Life expectancy at birth for males (years),75.9,Data refers to a 5-year period preceding the reference year.
634,Qatar,2010,Life expectancy at birth for females (years),78.6,Data refers to a 5-year period preceding the reference year.
634,Qatar,2015,Population annual rate of increase (percent),6.6,Data refers to a 5-year period preceding the reference year.
634,Qatar,2015,Total fertility rate (children per women),2,Data refers to a 5-year period preceding the reference year.
634,Qatar,2015,"Infant mortality for both sexes (per 1,000 live births)",7.2,Data refers to a 5-year period preceding the reference year.
634,Qatar,2015,"Maternal mortality ratio (deaths per 100,000 population)",13,
634,Qatar,2015,Life expectancy at birth for both sexes (years),77.7,Data refers to a 5-year period preceding the reference year.
634,Qatar,2015,Life expectancy at birth for males (years),76.9,Data refers to a 5-year period preceding the reference year.
634,Qatar,2015,Life expectancy at birth for females (years),79.4,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2005,Population annual rate of increase (percent),0.6,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2005,Total fertility rate (children per women),1.2,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2005,"Infant mortality for both sexes (per 1,000 live births)",5,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2005,"Maternal mortality ratio (deaths per 100,000 population)",14,
410,Republic of Korea,2005,Life expectancy at birth for both sexes (years),77.2,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2005,Life expectancy at birth for males (years),73.6,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2005,Life expectancy at birth for females (years),80.6,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2010,Population annual rate of increase (percent),0.3,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2010,Total fertility rate (children per women),1.2,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2010,"Infant mortality for both sexes (per 1,000 live births)",3.5,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2010,"Maternal mortality ratio (deaths per 100,000 population)",15,
410,Republic of Korea,2010,Life expectancy at birth for both sexes (years),79.5,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2010,Life expectancy at birth for males (years),76,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2010,Life expectancy at birth for females (years),82.7,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2015,Population annual rate of increase (percent),0.4,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2015,Total fertility rate (children per women),1.2,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2015,"Infant mortality for both sexes (per 1,000 live births)",3,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2015,"Maternal mortality ratio (deaths per 100,000 population)",11,
410,Republic of Korea,2015,Life expectancy at birth for both sexes (years),81.3,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2015,Life expectancy at birth for males (years),77.9,Data refers to a 5-year period preceding the reference year.
410,Republic of Korea,2015,Life expectancy at birth for females (years),84.4,Data refers to a 5-year period preceding the reference year.
498,Republic of Moldova,2005,Population annual rate of increase (percent),-0.2,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2005,Total fertility rate (children per women),1.2,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2005,"Infant mortality for both sexes (per 1,000 live births)",18.9,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2005,"Maternal mortality ratio (deaths per 100,000 population)",39,
498,Republic of Moldova,2005,Life expectancy at birth for both sexes (years),67.6,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2005,Life expectancy at birth for males (years),63.6,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2005,Life expectancy at birth for females (years),71.6,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2010,Population annual rate of increase (percent),-0.4,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2010,Total fertility rate (children per women),1.3,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2010,"Infant mortality for both sexes (per 1,000 live births)",15.5,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2010,"Maternal mortality ratio (deaths per 100,000 population)",34,
498,Republic of Moldova,2010,Life expectancy at birth for both sexes (years),68.3,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2010,Life expectancy at birth for males (years),64.4,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2010,Life expectancy at birth for females (years),72.1,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2015,Population annual rate of increase (percent),-0.1,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2015,Total fertility rate (children per women),1.3,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2015,"Infant mortality for both sexes (per 1,000 live births)",14.3,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2015,"Maternal mortality ratio (deaths per 100,000 population)",23,
498,Republic of Moldova,2015,Life expectancy at birth for both sexes (years),71,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2015,Life expectancy at birth for males (years),66.7,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
498,Republic of Moldova,2015,Life expectancy at birth for females (years),75.2,Data refers to a 5-year period preceding the reference year.;Including Transnistria.
638,R�union,2005,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
638,R�union,2005,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
638,R�union,2005,"Infant mortality for both sexes (per 1,000 live births)",7.6,Data refers to a 5-year period preceding the reference year.
638,R�union,2005,Life expectancy at birth for both sexes (years),76.8,Data refers to a 5-year period preceding the reference year.
638,R�union,2005,Life expectancy at birth for males (years),73,Data refers to a 5-year period preceding the reference year.
638,R�union,2005,Life expectancy at birth for females (years),80.6,Data refers to a 5-year period preceding the reference year.
638,R�union,2010,Population annual rate of increase (percent),1,Data refers to a 5-year period preceding the reference year.
638,R�union,2010,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
638,R�union,2010,"Infant mortality for both sexes (per 1,000 live births)",5.6,Data refers to a 5-year period preceding the reference year.
638,R�union,2010,Life expectancy at birth for both sexes (years),78.2,Data refers to a 5-year period preceding the reference year.
638,R�union,2010,Life expectancy at birth for males (years),74.5,Data refers to a 5-year period preceding the reference year.
638,R�union,2010,Life expectancy at birth for females (years),81.9,Data refers to a 5-year period preceding the reference year.
638,R�union,2015,Population annual rate of increase (percent),0.8,Data refers to a 5-year period preceding the reference year.
638,R�union,2015,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
638,R�union,2015,"Infant mortality for both sexes (per 1,000 live births)",4.2,Data refers to a 5-year period preceding the reference year.
